iter	Passed	Remaining
440	1296	1643
441	1297	1638
442	1299	1633
443	1300	1629
444	1302	1624
445	1305	1621
446	1307	1617
447	1310	1614
448	1312	1610
449	1315	1608
450	1323	1611
451	1325	1607
452	1327	1603
453	1329	1598
454	1331	1595
455	1335	1593
456	1337	1589
457	1339	1585
458	1342	1581
459	1348	1582
460	1350	1578
461	1352	1574
462	1353	1570
463	1356	1566
464	1357	1562
465	1361	1559
466	1363	1556
467	1365	1552
468	1367	1548
469	1369	1544
470	1371	1539
471	1376	1539
472	1377	1535
473	1379	1530
474	1380	1526
475	1382	1521
476	1383	1517
477	1385	1512
478	1390	1512
479	1392	1508
480	1393	1504
481	1395	1499
482	1396	1494
483	1397	1490
484	1399	1485
485	1407	1488
486	1408	1483
487	1409	1479
488	1411	1474
489	1412	1469
490	1413	1465
491	1414	1460
492	1417	1457
493	1419	1454
494	1421	1450
495	1422	1445
496	1424	1441
497	1425	1437
498	1427	1432
499	1428	1428
500	1431	1425
501	1432	1421
502	1434	1417
503	1435	1412
504	1437	1408
505	1438	1404
506	1439	1400
507	1441	1395
508	1448	1397
509	1450	1393
510	1452	1389
511	1454	1385
512	1456	1382
513	1459	1379
514	1465	1380
515	1467	1376
516	1469	1372
517	1471	1369
518	1473	1365
519	1475	1362
520	1478	1358
521	1479	1354
522	1481	1351
523	1482	1346
524	1484	1342
525	1487	1340
526	1490	1338
527	1492	1334
528	1494	1330
529	1499	1329
530	1502	1327
531	1504	1323
532	1506	1319
533	1508	1316
534	1509	1312
535	1517	1313
536	1519	1310
537	1521	1306
538	1522	1302
539	1524	1298
540	1526	1295
541	1529	1292
542	1530	1288
543	1532	1284
544	1533	1280
545	1535	1276
546	1536	1272
547	1538	1268
548	1542	1266
549	1545	1264
550	1547	1260
551	1548	1256
552	1550	1253
553	1551	1249
554	1552	1244
555	1558	1244
556	1560	1240
557	1561	1237
558	1563	1233
559	1565	1229
560	1566	1226
561	1570	1224
562	1573	1220
563	1574	1217
564	1576	1213
565	1578	1210
566	1579	1206
567	1581	1202
568	1583	1199
569	1585	1196
570	1587	1192
571	1589	1189
572	1591	1185
573	1592	1182
574	1594	1178
575	1600	1177
576	1601	1174
577	1602	1170
578	1604	1166
579	1605	1162
580	1607	1159
581	1609	1155
582	1614	1155
583	1617	1151
584	1619	1148
585	1620	1145
586	1622	1141
587	1623	1137
588	1625	1134
589	1633	1135
590	1634	1131
591	1636	1127
592	1637	1124
593	1640	1121
594	1643	1118
595	1645	1115
596	1646	1111
597	1648	1107
598	1649	1104
599	1650	1100
600	1651	1096
601	1653	1092
602	1655	1090
603	1657	1086
604	1659	1083
605	1661	1080
606	1662	1076
607	1664	1073
608	1666	1069
609	1668	1066
610	1670	1063
611	1673	1060
612	1675	1057
613	1677	1054
614	1679	1051
615	1687	1051
616	1689	1048
617	1691	1045
618	1692	1041
619	1694	1038
620	1696	1035
621	1699	1032
622	1701	1029
623	1702	1026
624	1704	1022
625	1706	1019
626	1707	1016
627	1711	1014
628	1713	1010
629	1715	1007
630	1716	1004
631	1718	1000
632	1719	997
633	1721	993
634	1723	990
635	1725	987
636	1727	984
637	1729	981
638	1730	977
639	1732	974
640	1733	970
641	1735	967
642	1737	964
643	1740	962
644	1742	958
645	1743	955
646	1744	951
647	1745	948
648	1747	945
649	1751	943
650	1753	940
651	1755	936
652	1756	933
653	1758	930
654	1760	927
655	1764	925
656	1766	922
657	1768	919
658	1769	915
659	1771	912
660	1773	909
661	1774	906
662	1784	907
663	1786	904
664	1788	900
665	1789	897
666	1793	895
667	1796	892
668	1798	889
669	1799	886
670	1801	883
671	1803	880
672	1805	877
673	1807	874
674	1809	871
675	1811	868
676	1813	865
677	1814	861
678	1816	858
679	1817	855
680	1823	854
681	1824	850
682	1826	847
683	1827	844
684	1828	840
685	1829	837
686	1830	834
687	1832	830
688	1834	827
689	1838	826
690	1840	823
691	1842	819
692	1844	816
693	1845	813
694	1854	813
695	1856	810
696	1858	807
697	1860	804
698	1864	802
699	1867	800
700	1870	797
701	1872	794
702	1874	791
703	1875	788
704	1878	786
705	1880	783
706	1882	780
707	1884	777
708	1886	774
709	1887	771
710	1889	768
711	1891	765
712	1893	762
713	1895	759
714	1896	756
715	1898	753
716	1900	749
717	1901	746
718	1908	745
719	1910	742
720	1911	739
721	1913	736
722	1914	733
723	1921	732
724	1922	729
725	1924	726
726	1926	723
727	1928	720
728	1929	717
729	1932	714
730	1938	713
731	1939	710
732	1941	707
733	1942	704
734	1944	701
735	1947	698
736	1949	695
737	1951	692
738	1953	689
739	1955	686
740	1956	683
741	1957	680
742	1964	679
743	1966	676
744	1967	673
745	1969	670
746	1971	667
747	1973	664
748	1976	662
749	1978	659
750	1980	656
751	1981	653
752	1983	650
753	1984	647
754	1986	644
755	1988	641
756	1992	639
757	1994	636
758	1996	633
759	1998	631
760	2000	628
761	2007	627
762	2009	624
763	2011	621
764	2012	618
765	2014	615
766	2016	612
767	2018	609
768	2020	606
769	2022	603
770	2023	601
771	2025	598
772	2026	595
773	2028	592
774	2030	589
775	2032	586
776	2035	584
777	2036	581
778	2038	578
779	2049	577
780	2050	574
781	2051	571
782	2053	569
783	2058	567
784	2060	564
785	2062	561
786	2064	558
787	2066	556
788	2068	553
789	2070	550
790	2072	547
791	2074	544
792	2076	541
793	2077	539
794	2079	536
795	2081	533
796	2083	530
797	2088	528
798	2090	525
799	2092	523
800	2094	520
801	2095	517
802	2098	514
803	2103	512
804	2105	509
805	2106	507
806	2108	504
807	2110	501
808	2112	498
809	2115	496
810	2117	493
811	2118	490
812	2120	487
813	2121	484
814	2122	481
815	2123	478
816	2125	476
817	2128	473
818	2129	470
819	2131	467
820	2132	464
821	2133	462
822	2135	459
823	2136	456
824	2137	453
825	2140	450
826	2143	448
827	2144	445
828	2146	442
829	2147	439
830	2149	437
831	2150	434
832	2151	431
833	2158	429
834	2160	426
835	2162	424
836	2163	421
837	2165	418
838	2167	415
839	2169	413
840	2171	410
841	2173	407
842	2174	405
843	2176	402
844	2177	399
845	2179	396
846	2182	394
847	2189	392
848	2191	389
849	2193	387
850	2195	384
851	2200	382
852	2203	379
853	2205	377
854	2209	374
855	2212	372
856	2214	369
857	2215	366
858	2217	364
859	2219	361
860	2221	358
861	2228	356
862	2231	354
863	2232	351
864	2239	349
865	2241	346
866	2243	344
867	2245	341
868	2247	338
869	2256	337
870	2258	334
871	2261	332
872	2263	329
873	2271	327
874	2274	324
875	2276	322
876	2278	319
877	2285	317
878	2287	314
879	2290	312
880	2292	309
881	2295	307
882	2298	304
883	2300	301
884	2302	299
885	2304	296
886	2305	293
887	2307	291
888	2315	289
889	2317	286
890	2319	283
891	2321	281
892	2332	279
893	2334	276
894	2336	274
895	2338	271
896	2341	268
897	2343	266
898	2347	263
899	2349	261
900	2351	258
901	2354	255
902	2357	253
903	2378	252
904	2391	251
905	2393	248
906	2400	246
907	2402	243
908	2406	240
909	2409	238
910	2417	236
911	2422	233
912	2425	231
913	2429	228
914	2433	226
915	2436	223
916	2444	221
917	2448	218
918	2450	215
919	2453	213
920	2456	210
921	2458	207
922	2459	205
923	2461	202
924	2468	200
925	2471	197
926	2473	194
927	2482	192
928	2488	190
929	2491	187
930	2497	185
931	2499	182
932	2502	179
933	2505	177
934	2514	174
935	2525	172
936	2528	170
937	2530	167
938	2540	165
939	2542	162
940	2545	159
941	2555	157
942	2559	154
943	2561	151
944	2563	149
945	2566	146
946	2572	143
947	2574	141
948	2576	138
949	2584	136
950	2586	133
951	2589	130
952	2591	127
953	2594	125
954	2598	122
955	2600	119
956	2602	116
957	2608	114
958	2611	111
959	2613	108
960	2614	106
961	2616	103
962	2618	100
963	2620	97
964	2622	95
965	2625	92
966	2626	89
967	2628	86
968	2631	84
969	2638	81
970	2640	78
971	2642	76
972	2646	73
973	2657	70
974	2660	68
975	2663	65
976	2666	62
977	2668	60
978	2670	57
979	2674	54
980	2676	51
981	2678	49
982	2680	46
983	2682	43
984	2685	40
985	2692	38
986	2694	35
987	2696	32
988	2698	30
989	2706	27
990	2708	24
991	2710	21
992	2712	19
993	2715	16
994	2721	13
995	2723	10
996	2725	8
997	2733	5
998	2736	2
999	2738	0
